,DataName,StaticPartner,Material,NominalLoad,H.pressure,MaxLinSpeed,CycleID,SequenceID,SequenceName,Omit,Loaded,CoF.mean,CoF.SMA.mean,CoF.sd,CoF.SMA.sd,NominalLoad.label,MaxLinSpeed.label,H.pressure.label
13709,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,22,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.62336372,1.623169614,0.060896117,0.03427661,340 mN,10 mm/s,21.25 KPa
13710,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,23,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.623145573,1.623685207,0.062373553,0.035356698,340 mN,10 mm/s,21.25 KPa
13711,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,24,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.623393799,1.62263369,0.062259358,0.035226467,340 mN,10 mm/s,21.25 KPa
13712,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,25,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.625073617,1.624937232,0.061103658,0.0349482,340 mN,10 mm/s,21.25 KPa
13713,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,26,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.624575195,1.624528548,0.061292559,0.03467956,340 mN,10 mm/s,21.25 KPa
13714,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,27,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.626024662,1.625763338,0.061376468,0.035018688,340 mN,10 mm/s,21.25 KPa
13715,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,28,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.627111506,1.626476489,0.061652634,0.03482527,340 mN,10 mm/s,21.25 KPa
13716,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,29,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.628345244,1.628929124,0.063791278,0.035796237,340 mN,10 mm/s,21.25 KPa
13717,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,30,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.627004769,1.62709486,0.063753661,0.035570031,340 mN,10 mm/s,21.25 KPa
13718,Nanotribometer DragonSkin10,P,DragonSkin10,340,21.25,10,31,34,"Seq.ID: 34
340mN
21.25KPa",N,N,1.635157322,1.636165114,0.066865643,0.034375835,340 mN,10 mm/s,21.25 KPa
13719,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,1,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.281898891,1.499137008,0.453493567,0.036168875,350 mN,10 mm/s,21.88 KPa
13720,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,2,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.557768966,1.530105292,0.05996157,0.05458399,350 mN,10 mm/s,21.88 KPa
13721,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,3,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.578790459,1.574808734,0.062361074,0.037730494,350 mN,10 mm/s,21.88 KPa
13722,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,4,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.583418801,1.582881824,0.063666289,0.036553047,350 mN,10 mm/s,21.88 KPa
13723,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,5,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.58905825,1.587520608,0.062828921,0.036473485,350 mN,10 mm/s,21.88 KPa
13724,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,6,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.59221097,1.591547255,0.063088231,0.035802369,350 mN,10 mm/s,21.88 KPa
13725,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,7,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.594120756,1.593052657,0.061115417,0.034991746,350 mN,10 mm/s,21.88 KPa
13726,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,8,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.596109116,1.595814637,0.062533317,0.0351938,350 mN,10 mm/s,21.88 KPa
13727,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,9,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.597184342,1.596692181,0.0619253,0.034963014,350 mN,10 mm/s,21.88 KPa
13728,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,10,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.598757077,1.598487174,0.062236325,0.035081609,350 mN,10 mm/s,21.88 KPa
13729,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,11,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.598831231,1.599380857,0.063463233,0.03547277,350 mN,10 mm/s,21.88 KPa
13730,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,12,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.601102359,1.600106438,0.063762015,0.03607882,350 mN,10 mm/s,21.88 KPa
13731,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,13,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.600701393,1.601072803,0.063697274,0.035906659,350 mN,10 mm/s,21.88 KPa
13732,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,14,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.600448297,1.600529128,0.06364567,0.035786166,350 mN,10 mm/s,21.88 KPa
13733,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,15,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.601175086,1.600906664,0.062971664,0.035625083,350 mN,10 mm/s,21.88 KPa
13734,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,16,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.602818411,1.601606328,0.062192092,0.0353632,350 mN,10 mm/s,21.88 KPa
13735,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,17,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.602959423,1.603439494,0.063235605,0.035151539,350 mN,10 mm/s,21.88 KPa
13736,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,18,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.603897713,1.604112731,0.064143789,0.035958414,350 mN,10 mm/s,21.88 KPa
13737,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,19,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.605087439,1.60438423,0.063004908,0.035835792,350 mN,10 mm/s,21.88 KPa
13738,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,20,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.60619381,1.606168947,0.063918309,0.03592575,350 mN,10 mm/s,21.88 KPa
13739,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,21,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.608042634,1.607780257,0.064009473,0.036287145,350 mN,10 mm/s,21.88 KPa
13740,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,22,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.607305203,1.607314564,0.063623161,0.035714633,350 mN,10 mm/s,21.88 KPa
13741,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,23,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.607761292,1.607394301,0.063883919,0.035961767,350 mN,10 mm/s,21.88 KPa
13742,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,24,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.607697733,1.60869972,0.064850551,0.036390312,350 mN,10 mm/s,21.88 KPa
13743,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,25,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.607327159,1.606747849,0.062929834,0.035722772,350 mN,10 mm/s,21.88 KPa
13744,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,26,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.608916702,1.608328522,0.063173303,0.035650209,350 mN,10 mm/s,21.88 KPa
13745,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,27,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.608958922,1.60931118,0.064718695,0.036102908,350 mN,10 mm/s,21.88 KPa
13746,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,28,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.609458482,1.609356744,0.06428708,0.036131252,350 mN,10 mm/s,21.88 KPa
13747,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,29,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.609799156,1.609601926,0.064686376,0.036297152,350 mN,10 mm/s,21.88 KPa
13748,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,30,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.609961093,1.609332739,0.063056242,0.035631557,350 mN,10 mm/s,21.88 KPa
13749,Nanotribometer DragonSkin10,P,DragonSkin10,350,21.88,10,31,35,"Seq.ID: 35
350mN
21.88KPa",N,N,1.619099353,1.620282297,0.067713415,0.034966179,350 mN,10 mm/s,21.88 KPa
13750,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,1,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.264450674,1.482393159,0.446701786,0.036281583,360 mN,10 mm/s,22.5 KPa
13751,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,2,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.542586094,1.514025357,0.060385812,0.055103534,360 mN,10 mm/s,22.5 KPa
13752,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,3,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.561668354,1.558612039,0.062597743,0.037668944,360 mN,10 mm/s,22.5 KPa
13753,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,4,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.567868508,1.567238521,0.06425,0.037017677,360 mN,10 mm/s,22.5 KPa
13754,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,5,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.572994499,1.571055784,0.063776731,0.036881738,360 mN,10 mm/s,22.5 KPa
13755,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,6,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.575572655,1.574717938,0.062726107,0.035818529,360 mN,10 mm/s,22.5 KPa
13756,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,7,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.576481099,1.576115402,0.062335355,0.035141347,360 mN,10 mm/s,22.5 KPa
13757,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,8,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.578403228,1.577787649,0.06124887,0.034725889,360 mN,10 mm/s,22.5 KPa
13758,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,9,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.578601476,1.579060993,0.063007673,0.034879545,360 mN,10 mm/s,22.5 KPa
13759,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,10,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.580359515,1.580108913,0.062858867,0.035644095,360 mN,10 mm/s,22.5 KPa
13760,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,11,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.581825294,1.58121342,0.062827228,0.035439747,360 mN,10 mm/s,22.5 KPa
13761,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,12,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.582177612,1.581980879,0.061599342,0.034827232,360 mN,10 mm/s,22.5 KPa
13762,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,13,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.582444939,1.582204891,0.062289153,0.035021702,360 mN,10 mm/s,22.5 KPa
13763,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,14,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.585563709,1.585006939,0.062884102,0.035658218,360 mN,10 mm/s,22.5 KPa
13764,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,15,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.585655835,1.585774198,0.062722463,0.035158557,360 mN,10 mm/s,22.5 KPa
13765,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,16,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.583878194,1.584427511,0.062878179,0.034965349,360 mN,10 mm/s,22.5 KPa
13766,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,17,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.585427129,1.584590767,0.061874682,0.035213407,360 mN,10 mm/s,22.5 KPa
13767,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,18,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.584947908,1.585002789,0.061940072,0.034525318,360 mN,10 mm/s,22.5 KPa
13768,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,19,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.586117635,1.585987137,0.06338971,0.035392763,360 mN,10 mm/s,22.5 KPa
13769,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,20,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.587862203,1.587533409,0.062270307,0.035355163,360 mN,10 mm/s,22.5 KPa
13770,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,21,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.588981628,1.588571306,0.063054592,0.035286214,360 mN,10 mm/s,22.5 KPa
13771,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,22,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.589688774,1.589721596,0.064009618,0.035840555,360 mN,10 mm/s,22.5 KPa
13772,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,23,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.590020054,1.589553166,0.062544406,0.035417506,360 mN,10 mm/s,22.5 KPa
13773,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,24,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.590064018,1.59060071,0.064544031,0.035782899,360 mN,10 mm/s,22.5 KPa
13774,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,25,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.590238915,1.589953037,0.063048746,0.035617961,360 mN,10 mm/s,22.5 KPa
13775,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,26,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.591905964,1.591686566,0.064073884,0.036201792,360 mN,10 mm/s,22.5 KPa
13776,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,27,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.590229264,1.590726005,0.063451149,0.035326672,360 mN,10 mm/s,22.5 KPa
13777,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,28,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.592085797,1.591844309,0.06435728,0.036264173,360 mN,10 mm/s,22.5 KPa
13778,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,29,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.592448001,1.592123521,0.063992702,0.036109669,360 mN,10 mm/s,22.5 KPa
13779,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,30,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.593463593,1.592672282,0.061430271,0.03524867,360 mN,10 mm/s,22.5 KPa
13780,Nanotribometer DragonSkin10,P,DragonSkin10,360,22.5,10,31,36,"Seq.ID: 36
360mN
22.5KPa",N,N,1.600137426,1.60230717,0.068217173,0.033890841,360 mN,10 mm/s,22.5 KPa
13781,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,1,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.212889417,1.456857925,0.479634651,0.038812313,370 mN,10 mm/s,23.12 KPa
13782,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,2,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.522077032,1.489826308,0.058554935,0.058371491,370 mN,10 mm/s,23.12 KPa
13783,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,3,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.541618856,1.538257037,0.061415517,0.036554982,370 mN,10 mm/s,23.12 KPa
13784,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,4,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.548109564,1.547323315,0.063015996,0.036240229,370 mN,10 mm/s,23.12 KPa
13785,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,5,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.553487327,1.552401179,0.062643729,0.036263186,370 mN,10 mm/s,23.12 KPa
13786,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,6,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.556119076,1.555641505,0.062701777,0.035438188,370 mN,10 mm/s,23.12 KPa
13787,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,7,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.558434068,1.557752506,0.061458609,0.035164594,370 mN,10 mm/s,23.12 KPa
13788,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,8,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.559128961,1.557650974,0.05897215,0.033527256,370 mN,10 mm/s,23.12 KPa
13789,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,9,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.55994187,1.560394431,0.061014188,0.033733737,370 mN,10 mm/s,23.12 KPa
13790,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,10,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.562539286,1.561465498,0.060649547,0.03410401,370 mN,10 mm/s,23.12 KPa
13791,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,11,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.564699458,1.564207106,0.060363047,0.03405456,370 mN,10 mm/s,23.12 KPa
13792,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,12,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.564928713,1.565424949,0.061639581,0.034410373,370 mN,10 mm/s,23.12 KPa
13793,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,13,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.566118951,1.566226667,0.062322838,0.034936605,370 mN,10 mm/s,23.12 KPa
13794,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,14,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.565479282,1.565967578,0.062811435,0.03536762,370 mN,10 mm/s,23.12 KPa
13795,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,15,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.56688148,1.565413213,0.061183324,0.034674049,370 mN,10 mm/s,23.12 KPa
13796,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,16,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.568152053,1.568082206,0.06079383,0.034349674,370 mN,10 mm/s,23.12 KPa
13797,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,17,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.568656177,1.568340665,0.060812598,0.034047001,370 mN,10 mm/s,23.12 KPa
13798,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,18,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.570367435,1.570082344,0.061832987,0.034536014,370 mN,10 mm/s,23.12 KPa
13799,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,19,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.569968709,1.570089969,0.061843779,0.034600291,370 mN,10 mm/s,23.12 KPa
13800,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,20,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.57205258,1.571900296,0.062621032,0.035327886,370 mN,10 mm/s,23.12 KPa
13801,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,21,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.571131585,1.570940859,0.062151184,0.03469904,370 mN,10 mm/s,23.12 KPa
13802,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,22,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.573164229,1.572479831,0.061687971,0.034884949,370 mN,10 mm/s,23.12 KPa
13803,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,23,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.573497566,1.573706442,0.061694401,0.034607959,370 mN,10 mm/s,23.12 KPa
13804,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,24,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.5731446,1.573343527,0.061422817,0.03416336,370 mN,10 mm/s,23.12 KPa
13805,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,25,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.574107218,1.573897936,0.061754033,0.034490755,370 mN,10 mm/s,23.12 KPa
13806,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,26,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.575707329,1.575087084,0.061262687,0.0348372,370 mN,10 mm/s,23.12 KPa
13807,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,27,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.575611281,1.575872857,0.061626987,0.034201709,370 mN,10 mm/s,23.12 KPa
13808,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,28,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.576116291,1.575955731,0.062113355,0.034666936,370 mN,10 mm/s,23.12 KPa
13809,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,29,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.57629143,1.576051549,0.06189539,0.034783185,370 mN,10 mm/s,23.12 KPa
13810,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,30,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.576654757,1.576559667,0.061244427,0.034315922,370 mN,10 mm/s,23.12 KPa
13811,Nanotribometer DragonSkin10,P,DragonSkin10,370,23.12,10,31,37,"Seq.ID: 37
370mN
23.12KPa",N,N,1.584970489,1.58600369,0.066385047,0.033870779,370 mN,10 mm/s,23.12 KPa
13812,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,1,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.203129669,1.445031863,0.470217394,0.038383387,380 mN,10 mm/s,23.75 KPa
13813,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,2,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.50157054,1.473314625,0.059823275,0.056486029,380 mN,10 mm/s,23.75 KPa
13814,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,3,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.524797764,1.518671438,0.0599762,0.037706623,380 mN,10 mm/s,23.75 KPa
13815,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,4,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.530794075,1.528761003,0.0582488,0.033291441,380 mN,10 mm/s,23.75 KPa
13816,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,5,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.535879442,1.535121231,0.059465706,0.033368203,380 mN,10 mm/s,23.75 KPa
13817,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,6,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.538784009,1.538156724,0.059735705,0.033569135,380 mN,10 mm/s,23.75 KPa
13818,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,7,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.541286109,1.540223979,0.059164582,0.033265769,380 mN,10 mm/s,23.75 KPa
13819,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,8,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.543473434,1.54340974,0.059622527,0.033202352,380 mN,10 mm/s,23.75 KPa
13820,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,9,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.544716704,1.544378526,0.059869837,0.033338587,380 mN,10 mm/s,23.75 KPa
13821,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,10,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.546076533,1.545307274,0.059635038,0.033228918,380 mN,10 mm/s,23.75 KPa
13822,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,11,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.548677068,1.548307971,0.059752338,0.033648238,380 mN,10 mm/s,23.75 KPa
13823,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,12,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.549018433,1.549169699,0.06085033,0.033499748,380 mN,10 mm/s,23.75 KPa
13824,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,13,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.550488014,1.550341374,0.060652696,0.034185481,380 mN,10 mm/s,23.75 KPa
13825,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,14,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.551915326,1.551058687,0.060342821,0.033905443,380 mN,10 mm/s,23.75 KPa
13826,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,15,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.554125447,1.553844553,0.061175592,0.034269014,380 mN,10 mm/s,23.75 KPa
13827,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,16,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.553611661,1.55397631,0.061290329,0.033961891,380 mN,10 mm/s,23.75 KPa
13828,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,17,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.55339112,1.553277365,0.060707806,0.033761532,380 mN,10 mm/s,23.75 KPa
13829,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,18,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.55413153,1.553901732,0.061733414,0.034157252,380 mN,10 mm/s,23.75 KPa
13830,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,19,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.555281144,1.554769911,0.060005664,0.033514681,380 mN,10 mm/s,23.75 KPa
13831,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,20,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.555440369,1.555343959,0.059915088,0.033217609,380 mN,10 mm/s,23.75 KPa
13832,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,21,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.557409414,1.557080263,0.060911659,0.034066849,380 mN,10 mm/s,23.75 KPa
13833,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,22,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.557628222,1.557397992,0.060999574,0.03351212,380 mN,10 mm/s,23.75 KPa
13834,Nanotribometer DragonSkin10,P,DragonSkin10,380,23.75,10,23,38,"Seq.ID: 38
380mN
23.75KPa",N,N,1.559081592,1.558633305,0.060746347,0.033967579,380 mN,10 mm/s,23.75 KPa
